,nav,cash,SH601969_P,SZ000061_P,SH603369_P,SZ002839_P,SH600673_P,SZ000887_P,SH603198_P,SZ300002_P,SZ000418_P,SH601969_A,SH601880_A,SZ002250_A,SH600155_A,SZ000158_A,SH600240_A,SH600971_A,SZ002745_A,SZ002384_A,SH603169_A,SH600525_A,SZ002147_A,SH600282_A,SZ000988_A,SH601020_A,SZ300308_A,SZ002603_A,SZ000656_A,SH600410_A,SH600060_A,SZ002366_A,SZ300010_A,SH603515_A,SZ002254_A,SH600687_A,SH603056_A,SH600329_A,SH603369_A,SZ002839_A,SH600673_A,SH600270_A,SZ000887_A,SH603198_A,SZ300002_A,SZ000418_A,SZ002093_A,SH600338_A,SZ000061_A,SH600335_A,SZ300134_A,SZ002701_A,SZ002038_A,SZ000932_A,SZ000738_A,SZ002640_A,SH600258_A,SH600694_A,SZ000623_A,SH603877_A,SZ002359_A
2019-07-08,1250248.7661188517,136007.74796491538,323255.41128740384,25446.058678348712,41291.12764786513,134168.44065175697,12993.344307307185,8669.724146787301,99309.10883962263,213986.8284748238,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-09,1263746.8123670495,130936.80383082441,314455.50200794375,25999.51161632378,41288.55617219299,136596.56622704887,12992.968054250523,8738.986038758176,99337.6096527929,218642.95344060336,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-10,1258454.206357215,129317.20682542476,321794.0102767006,26332.448268778462,40371.18173129489,137176.70165291746,13073.95397410039,8807.301658975179,97865.21820115378,217999.08150872675,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-11,1247682.120465832,132132.11022648044,324706.5025094241,26441.74263197957,38539.30006030627,137133.01961730467,13073.478545838027,8806.999174097456,97842.41036162847,220652.8312974572,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-12,1257860.922684655,131130.90557076246,323284.70700755826,26553.130471614557,39454.685190723845,137016.27336449854,12993.156803060097,8738.282669218794,97840.89742134066,220650.83068653068,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-15,1266783.1399844098,128486.13178603683,318925.81204110663,26664.361093452004,40374.07974769123,135319.85711536978,13074.426921175305,8807.483733350002,97855.74787367614,221994.4343123876,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-16,1268573.9793301262,132148.9554775017,308654.35957766906,26111.015660121673,41292.3556334333,134106.62997837577,13073.669719183756,8807.408465471266,99330.6200644458,221340.3539826007,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-17,1266043.6677709413,130891.6725659182,311641.21710236004,25667.489551497478,41291.7458659528,133463.52681235748,13154.275206699744,8875.682949699725,100807.87747456471,219973.90714531092,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-18,1249654.4947465463,132272.479049107,302734.7742959301,25668.73876423834,41290.311854155,135191.69705373404,13073.957747478873,8874.847948147379,102292.02972459092,219330.29229547767,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-19,1258591.6293655478,128581.6247443548,304326.3461358966,25446.620822527682,42209.21036295728,134043.543524473,13155.331969960645,8942.809612822739,102276.31578685806,220650.83068653068,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-22,1245218.5931400787,132379.5892185916,296879.26651315996,25667.328753812613,41289.354960747136,134210.5660908678,13235.851059940465,8875.54136398045,103762.45446082624,219326.18370157212,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,1252082.4885491568,130677.45379787852,288097.18784319784,25667.328753812613,41292.666170089775,134011.53052755777,13154.561212094042,8943.193157548603,103803.19816135497,229338.497561135,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-24,1257935.26898769,129042.26866209088,298405.92938014906,25890.020994964532,42210.05876713848,134075.24749707687,12751.412636905226,8875.043682682484,105241.1139979516,223333.8641686836,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-25,1261536.0196427729,129004.01536651485,295406.1237172192,25889.310746230625,42208.87562783323,133546.41064673275,12912.726023431675,8874.818335925338,106721.87458655484,220667.67212654764,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-26,1262656.7423650248,130576.73672433055,298379.45961056126,26000.091137089505,42211.36895488085,132924.42745300208,12750.685192966901,8806.304684364988,105279.5057658442,223318.88910254432,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-29,1257568.9470048728,129965.93809052081,301278.37260217476,26000.23516400975,42209.55087482391,132893.54306254286,12751.493605444717,8669.844794499622,106763.40084635808,222667.35197525748,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-30,1268272.1185199798,130382.1239442258,304284.0456865423,26219.77948007265,42207.2395420273,132995.30257902792,12671.046391308719,8602.32876173836,105258.81816903538,224015.1618857137,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-31,1261060.5196295364,132828.528986498,302763.32275362365,25999.669353144887,42210.51761218149,132322.95945547716,12671.059801301808,8602.186640006863,106758.977859033,220676.2477377768,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,1244818.4883671287,129140.48160370748,305615.34974351164,25778.672666118528,42206.57302491303,132862.33975464417,12589.284114574915,8602.400174430288,108201.98390116429,224660.13457940723,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-02,1236213.1665183818,125997.16290401215,315903.777623824,25558.11113277113,42211.36895488085,132788.28910611212,12509.289986125848,8533.80766525353,109693.82130998261,225323.9841051537,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-05,1216425.7716534464,122841.77911545137,317316.89935478364,26109.980820874993,42208.80637295318,133513.52235318115,12428.056399717892,8533.986855601492,108235.76279475314,228676.22885207107,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-06,1196089.267421726,119474.25970685149,316276.88721353625,25779.10956986691,42211.32566544032,134190.4566480032,12589.5505668566,8669.794700597375,109700.82421590805,228031.30465213655,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-07,1191515.0739812914,121016.06738827383,325201.93756163365,27105.981061901723,40371.993133948774,135360.56825372836,12347.983146531164,8670.888431514391,105237.74355694182,230003.45637108135,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-08,1206148.1638827361,116997.1240559452,322223.97976140893,26664.389228383778,41290.613891666755,135841.66096054667,12347.534104771397,8942.724465989442,105242.34600612981,230679.4945498899,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-09,1190701.2893307244,120745.30014893533,328113.94327599736,27106.794395491575,39454.59348493857,134781.16139074237,12589.926041488883,9011.180200043505,100812.3648718804,232009.3004673408,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-12,1203716.9528546897,118102.95786770621,326675.774844171,27328.568159446902,39453.501139984895,135206.91379975132,12750.861832768423,9148.69153369172,99315.16307131063,232675.73607702227,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-13,1197395.4465993317,117729.43836427451,325227.54781807243,27327.398544212814,40375.658651694845,135393.9585013485,12670.346672869984,9217.190403741108,97830.37297458836,232043.58567240875,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-14,1206168.3670267584,119888.37755386787,319284.92020968755,27768.601577511017,40374.9078287974,134803.19512683523,12671.086621373137,9284.101202948937,96365.52692819369,231338.51920301642,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-15,1208461.4842329691,116883.4833456834,325175.75837800093,27879.92287527333,39454.40737744949,135939.6137338902,12589.733456541117,9557.099227956736,94895.96761979106,234020.3906114872,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-16,1210380.2517959874,118824.23768950345,328118.45978110924,27437.384416935656,39458.01385982557,137755.58004076753,12509.030036947905,9695.177188257625,93410.51444779623,230686.780597071,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-19,1245203.7739622525,121553.78553942061,329658.1844199131,26330.684058952316,38540.04835944411,138892.51328815622,12589.814607970638,9693.934511585938,94887.78072470956,232683.71081438605,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-20,1243388.5697451462,129218.54574936873,331136.4722424239,25999.94025345592,38536.54425138992,137633.47840381335,12428.840780705286,9557.892588278888,96354.40484025537,225321.98612481172,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-21,1244469.2342028208,129820.23160072132,329649.54313048057,26331.27789058959,37620.6740213111,138257.31830382568,12427.8878185604,9420.835266798687,97834.68405013371,226674.94951354855,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-22,1244760.8590741097,129049.85626058452,334101.69548874913,25558.097648875242,38537.51901446566,138268.67556319822,12428.498797552986,9353.339419469825,97855.74787367614,228021.30722348578,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-23,1241044.3673870414,128033.35691571208,329696.24052994524,25777.82780087954,38537.11066176988,137689.98070557477,12590.277312227654,9421.699385854461,97864.33163155055,227336.78913207853,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-26,1232125.6128438574,123344.58001637112,328131.90163598274,25446.484898822655,38537.96426049273,137599.09661232308,12831.468438292744,9558.069167759822,99335.40404067183,229361.09811105227,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-27,1250284.3829995624,126039.38444087814,334088.6690600732,25115.25658833737,38539.226285908604,137734.48022966128,12992.873056924287,9353.002962469714,97836.78029933623,228663.0374924493,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-28,1244496.1043145924,130340.09698863726,334097.39003129257,25224.26630173343,38535.98839506544,137667.50740857562,12992.870557013408,9080.003131695443,97857.55314858272,226690.60226514182,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-29,1240996.9635110092,128847.97397702714,331119.0761503681,25225.76007401797,38539.700554822084,137032.45884746482,13074.532584240476,9148.598459587405,99326.46189065592,225997.39728523704,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-30,1238679.706433343,128219.69405460969,335544.8004055512,24893.300444500423,39453.79782028546,137823.40493881414,13074.242014920721,9011.315868156507,99340.37503622008,223995.72124398773,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-02,1263394.0870290068,127041.0880688096,330680.36611484294,25225.62366430895,38537.100123750344,140083.63711552706,12993.250554507178,9284.68753018834,96358.98108231425,230038.27036907643,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-03,1262151.3966949221,131441.39239507547,323260.35279023746,25446.218089846636,38539.53719421179,140072.180027066,13154.562477632273,9284.30142235233,96353.68119526841,222673.74187315264,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-04,1269529.303982227,133153.3162658191,324746.24890309235,25336.666709532125,37622.70338476197,139605.30116597065,13155.225653160946,9558.371779486133,94891.50186553253,222671.52311704337,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-05,1278278.8650571934,134296.86685923138,323279.87142573856,25224.56071723855,37622.06548773968,137092.15361561155,13073.854609250866,9558.024827805331,97849.41372335378,221340.3539826007,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-06,1288745.9768724889,135606.95543519536,327688.5768010626,25445.828793705554,38539.43443582778,135319.85711536978,12669.989529311579,9420.723333957243,97853.26167595376,221992.39937970063,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
