,nav,cash,SH601969_P,SZ000061_P,SH603369_P,SZ002839_P,SH600673_P,SZ000887_P,SH603198_P,SZ300002_P,SZ000418_P,SH601969_A,SH601880_A,SZ002250_A,SH600155_A,SZ000158_A,SH600240_A,SH600971_A,SZ002745_A,SZ002384_A,SH603169_A,SH600525_A,SZ002147_A,SH600282_A,SZ000988_A,SH601020_A,SZ300308_A,SZ002603_A,SZ000656_A,SH600410_A,SH600060_A,SZ002366_A,SZ300010_A,SH603515_A,SZ002254_A,SH600687_A,SH603056_A,SH600329_A,SH603369_A,SZ002839_A,SH600673_A,SH600270_A,SZ000887_A,SH603198_A,SZ300002_A,SZ000418_A,SZ002093_A,SH600338_A,SZ000061_A,SH600335_A,SZ300134_A,SZ002701_A,SZ002038_A,SZ000932_A,SZ000738_A,SZ002640_A,SH600258_A,SH600694_A,SZ000623_A,SH603877_A,SZ002359_A
2020-09-15,1574027.5100683481,192480.53348674206,404444.4596553656,22507.20292420347,29963.96980780902,151615.16417187615,19611.676231507307,10148.843436183755,103511.98906917925,165822.07897846494,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-16,1569404.7563887488,194493.77329851664,404400.87469987996,22397.4747157789,29056.010036204945,151615.16417187615,19691.52071422902,10081.898989812162,104915.76177718384,167840.6169050026,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-17,1567868.850302361,193757.83340474276,410329.94058591936,22397.792779362488,29963.92115752104,151797.69445820205,19612.200784860663,9682.115993891188,104934.48157757707,168501.43017787102,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-18,1586361.3400237963,191242.34847410576,407493.00499596784,22726.597999023896,30871.394558969037,151573.78027255592,19691.52071422902,9214.80178624022,107798.05008215236,168502.40394981584,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-21,1577579.8462548093,193656.83074318,398611.3973018253,22506.833235751983,30871.384116731835,149341.7484146671,19852.9266217227,9415.123564201964,106371.99719100552,171174.02646522046,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-22,1555774.5183459155,194678.53335962104,398521.8847417203,22178.07885480671,30872.616349487493,151735.70276165297,19772.919895875133,9347.326564032768,106371.87187538823,171848.77057776315,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-23,1554309.1509697388,191354.12638381447,401498.4037381895,22506.921606388816,31781.397761104465,148722.27154139488,19531.492139655475,9414.846275631673,106383.53888589455,171171.92870585065,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-24,1516046.0343969704,186938.02142693047,396181.13643290004,22616.416944880595,31779.580991136245,150022.3610468427,19610.64607529586,9615.372630055652,106355.4239156088,171835.87792632976,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,1508753.4724383545,180795.48270058178,405007.99508382496,22507.01439630436,31779.174665094313,147678.26165548578,19530.838211128685,9815.692893181811,106363.24859173625,175866.39406972108,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-28,1493873.1431041118,181801.14217249086,407986.0045424178,22617.411545806634,30872.240403643103,146522.87109865062,19772.79434295816,9815.594446546309,107821.15427624447,174521.3728982827,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-29,1515014.4087937127,180246.40712490169,403572.57554545416,23055.833194601062,30870.98522855975,145334.16226412886,20013.78570578551,9882.412035981604,104945.92349554463,177866.9626904955,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-30,1507757.4383149801,184718.44132736765,399137.71207792166,22836.51983691701,30871.657705678557,147637.43153250724,20096.13556316347,9480.901303882038,106379.5052744661,177861.2207320654,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,1539040.5816498955,183470.58338516954,401473.89870277,22946.339328455175,30871.983512582046,151001.73468847567,19531.354961363857,9414.67016839916,106375.5745067788,179861.7264122266,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,1580929.587689516,190647.58783603314,401528.5644915933,22287.620456650264,30872.84401003323,152890.21592930923,19933.80984307696,9080.780476234255,107805.66956148861,175195.25657640258,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,1581572.919506059,194401.90823355547,402949.9056832949,22507.792094245415,29963.499528309385,152235.39606599475,20094.859558636497,9214.545800147718,106360.9705468458,173181.97369429228,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-14,1575675.8356195528,195484.8372884077,408835.00543232035,22507.521072195173,29056.183016785402,151632.54421206578,20497.617504279504,9214.116743610964,104931.23378638028,174513.18302139902,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-15,1570690.0767315363,196379.03269915102,413942.0185423204,22946.89043698875,29056.920173030372,152304.42966138083,20660.34971143116,9214.106476080833,103479.16899076056,168502.37037128556,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,1564247.6901969253,195498.68526495664,415420.38289425726,22836.548231189838,28147.244235167094,151200.52396822796,20741.24177552856,9214.487123390996,103500.99130365491,175851.20218478513,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,1562132.8261167859,191264.835424034,413925.969950274,23056.81846218,29057.04205313278,148839.75749608094,20498.74351653551,9414.45585103813,103504.7160915379,175188.9723701461,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20,1582314.8257229608,192648.8248129896,415409.6302315863,22946.53904592805,29965.257070733995,149358.641015454,20418.786280130156,9548.303551074314,100633.07732449485,171182.11099440925,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-21,1583873.4222850106,196456.39784946042,419876.8888042919,23385.20224023822,28148.756208101175,152210.41588536752,20661.299863985554,9347.304244910401,99192.14707777518,173842.07329156666,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,1582056.7633929825,196319.767947963,418360.8910568841,23495.845269159214,27239.627950147107,149851.89307645836,20901.68899041157,9414.355439967048,99169.8519266434,179198.7374010369,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,1558191.89441413,194542.8868881609,418311.1774040966,23825.36972242882,27240.835018183527,149935.51487968586,20983.946935497668,9747.84480960954,96298.0136191958,177194.93531443152,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-26,1544388.190944868,191438.23513407676,412324.9529804105,23496.128194293207,28149.15422294525,146430.0402112294,20741.6368872809,10082.496047768886,97738.10239470414,177871.30484967743,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-27,1543613.4464680057,188318.4554618406,425533.31232896796,23384.957391316184,28148.977114471618,148671.1380212013,20659.968084796274,9949.239735265917,97741.89148030663,177197.14226329225,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-28,1559718.7400031919,188734.74490772403,438932.74918586505,23495.196412247573,27239.46947282285,149239.2365590582,20659.580509675492,10015.427990017773,94867.41443655094,179875.20348983485,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-29,1575121.9984028595,187702.01235788927,434486.8375302701,23495.127223459185,27239.71824619139,151125.1136836758,21063.6877570996,9948.31797843339,93427.15780678757,181203.48376148357,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,1535176.732872661,195928.73743103808,438824.6584034588,23825.28396716368,26331.695573608165,154594.676653994,21385.883599966484,9214.487123390996,93420.06470329475,181212.72810391715,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-02,1531026.228673838,189860.23710201972,440228.13237370795,23825.269934542703,27240.64335443494,154135.94893094225,21869.62310730649,9080.223955110285,91985.06887849429,183870.28786582514,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-03,1567920.7212766067,188686.73082495603,447781.1440492511,24812.305733557783,27239.681390590806,154585.8818099125,23000.140458680326,8946.801624008971,80493.14999014745,194580.06000405925,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-04,1569826.1574973313,195468.1403781264,438907.95656312903,24923.208641203655,28147.868808829695,153964.33947394913,23162.73266946848,9281.179721530345,76179.60556886042,186550.00613252367,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-05,1609663.2039130852,193232.22317931053,438951.11589747993,25142.324161294833,29056.656758237437,154585.8818099125,22919.663119056062,8880.086043366959,77610.28259312689,187895.83764522686,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-06,1585624.0723330777,200757.08956847276,443347.6673754962,25031.883660403426,29056.004139176006,157439.79314418588,22435.002418078046,8879.989920433987,74734.62727462161,185895.79651872802,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-09,1601955.2851393213,196238.28480266882,438999.118272067,25032.456997855243,29963.805613720237,156955.24931423835,22354.300970531003,8746.771604908792,76175.79590333164,187902.8773140366,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-10,1615918.1209530912,200186.12384286258,430176.11812602344,25251.537599649662,29057.03418986951,152952.48528603883,22595.953160163222,8879.886025192252,79066.83933900241,184540.76409767545,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-11,1621656.7201500128,202505.72414320387,430209.5232094787,25471.039514094715,27240.298735056178,156468.63437307422,22918.752491022697,8880.117849207392,77620.36471869226,189220.78759563135,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-12,1639155.4922061001,203834.5037073372,431671.21718015376,25581.14151786401,27240.134721408995,157495.27151715147,23081.77312565007,9080.42125933989,71871.62403275285,194589.01748221053,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,1610896.718309091,208711.71442515796,436111.8635749025,26240.379622712237,26332.67713520346,161754.8361404565,23485.300627846747,9214.13654534084,64683.5472102894,198584.2834585669,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-16,1649450.4245667981,197113.3975999404,419286.2242241747,26130.53251879079,29055.489141214675,158647.66538950652,23161.08594342398,8813.747805609759,74735.6036032486,191899.11025101898,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-17,1633705.1721978798,208287.14368121995,413332.0454891156,26019.906005858895,28147.960212178445,162254.48252084572,23324.56732117576,8612.96642804515,70426.43035661642,199268.7013254494,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-18,1625498.4530781545,203169.44717051403,417754.35439947044,25691.52362707878,29055.929443683293,160414.35179191513,23080.39417711957,8479.333530455588,71869.83062057881,203275.31352787398,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-19,1629664.9308952452,204207.91589397533,413313.4076948448,25581.891506650514,29056.804191301715,156404.93353687954,22676.441386199647,8345.812011335793,77617.72133598193,201923.44963505206,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,1677854.0547967223,204578.0524380534,419328.3824984921,25911.19069129156,29056.582059389264,157469.03151441962,22838.960079904457,8680.187517431708,76180.80483579157,189900.6509697789,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-23,1693598.2050547262,215283.19361466664,420822.71409815765,26679.74295755868,29055.536315840887,163471.0691832136,23565.28743226891,7811.837347563584,73306.5913242728,187217.20783904873,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,1682528.7866706238,217962.78469241378,416484.1805683993,26788.834894243853,29057.093164447757,161091.22368030663,23566.690857381735,7878.877352655262,73302.5877079695,186558.40777967835,4054.74965379066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
