,nav,cash,SH601928_P,SZ000598_P,SZ002249_P,SH600823_P,SH601003_P,SZ002242_P,SH600169_P,SH600410_P,SZ002491_P,SH600777_P,SZ000598_A,SH600392_A,SZ002129_A,SZ300010_A,SZ002699_A,SH603885_A,SZ000156_A,SZ000636_A,SZ002373_A,SH600266_A,SH600779_A,SZ002831_A,SH600717_A,SZ002110_A,SZ002266_A,SH600614_A,SZ002517_A,SH601928_A,SZ002434_A,SH600021_A,SZ002354_A,SZ002477_A,SZ000717_A,SZ300159_A,SZ000027_A,SH600643_A,SH600743_A,SZ002672_A,SH600823_A,SH601003_A,SZ002242_A,SH600169_A,SH600410_A,SZ002491_A,SH600777_A,SH601811_A,SZ000887_A,SZ002249_A,SH600939_A,SH600801_A,SZ002385_A,SZ002470_A,SZ002276_A,SZ002506_A,SH600648_A,SZ002503_A,SZ002368_A,SZ000998_A,SH601168_A,SH603228_A
2019-10-21,1213588.5724646505,86.5670909624107,143827.46449019844,12567.280084763857,69626.57962462984,32617.66626297594,83839.06143392902,57826.02267066622,54229.649159694236,16668.05248962597,77971.36281225091,29883.15548748544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-22,1222122.4550754232,4776.456034975875,143827.46449019844,12567.659611213572,69626.57962462984,31594.988119531416,85261.13601749706,56828.5917011235,53718.9494520068,16668.24087618718,79320.649694346,29490.215492469655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23,1210419.5076317212,1924.2334431357694,145827.7161348643,12616.410797091714,70550.57551849056,31822.71271185017,84920.06102519641,56828.5917011235,53927.137372410965,16515.29413930789,79309.60426071163,29346.0399476777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-24,1212361.041649892,1423.2627687650047,147839.65874990783,12617.171331096672,70320.53224547333,31936.363532683452,84215.82547900945,56826.4895577829,53715.72959549349,16668.099585867054,79309.60426071163,29150.864345423844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-25,1228192.6149972826,2608.448017151466,148899.91341504597,12517.496946294297,70774.35577532704,31480.93189689311,84193.20907670933,57823.4441079339,53409.80166905789,16362.034721021511,80680.03446741987,28855.808060495332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-28,1244887.5672086882,3979.078819647397,149917.2090556751,12665.93022870643,70774.35577532704,31480.93189689311,84193.20907670933,57822.80555686987,53513.88380510328,15598.089154905878,81129.3478185991,29199.961814802726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-29,1220775.9481322463,3207.760462827175,150939.89621984863,12764.878308869282,70778.09285393058,31935.54207849097,83863.45800838598,57824.70399728549,53712.48346427586,15598.089154905878,79767.93029575462,29050.950693920768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-30,1198401.4900670778,1064.6788723468837,150963.07569472084,12616.44949132429,71243.58736954493,32276.236221277853,83839.69516025115,57826.593971291535,54034.477711970845,15750.659862129462,79767.93029575462,28955.683509017428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-31,1193427.9184801967,3869.1911747724844,151968.56837574593,12418.544401264302,71935.1579733937,32503.536338584447,83850.74290120591,56828.74789067092,53822.959087872485,15903.252745377766,79784.00358823879,28416.224040104014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,1204391.971062424,8451.589798760775,156996.03178087136,12319.628187010609,72397.74611202221,32503.536338584447,83849.00852133757,52839.04643786141,54018.15274189095,16056.778914449444,78867.38883894973,28565.180036220056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-04,1202108.5841191013,5595.731197974203,160864.72907401738,12418.581023854069,73778.79045081868,33071.78663185093,83849.00852133757,51841.859951725935,53927.06539171749,15750.513429952343,78861.47654239378,28465.20490570013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-05,1209412.2437367884,2946.0673805721194,161903.13369326203,12319.927560764943,74703.91634988852,33981.367537335806,84553.50524118899,49846.42791673017,54343.490607097556,15903.622376866431,79330.68538603288,28270.19950933172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-06,1195241.7762340892,7975.422500409499,163034.54714558518,12517.420165032981,74703.91634988852,33981.367537335806,84553.50524118899,45859.367691970816,54857.21410549276,16056.8725822166,80678.37249752147,27879.592262225236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-07,1196173.8796918741,1283.400430230041,162880.06479463683,12517.80260411518,75634.85508138004,34095.57422369568,85257.02708763984,47854.795922718054,54548.33191056449,16056.8725822166,80678.7975193726,27784.036303111283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-08,1189835.8353600227,3233.1534185105725,164054.26758011687,12467.982434772986,75403.55583036665,34323.01988318688,85257.02708763984,46859.24114309145,54548.33191056449,16209.344551393648,79766.57812838307,27783.91015488754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-11,1158384.5143220834,724.4464445381301,160002.17992525702,12368.914929029868,75169.54140625178,34210.02797531756,86662.34885857099,48853.345757381634,54131.72418568669,16362.26140487071,79781.95567504036,27830.322513503932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-12,1156068.660673944,1253.6938906718983,160907.60281662006,12319.320108823355,74474.19539878903,34323.682553308645,87001.68245664662,47854.3871386632,54436.99019629861,16668.091069948063,79781.95567504036,27635.022004637238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-13,1149447.3347629663,872.0614486094252,161015.29165808475,12418.270797959998,74474.19539878903,34096.75451933178,86650.19479625832,47855.78769740709,54436.99019629861,16821.025596574204,79764.68732578514,27537.37175020389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-14,1153558.7335197076,4191.781477637847,161015.29165808475,12468.13980449491,74705.49090301212,34096.75451933178,85944.98186000719,47855.78769740709,54450.92840724615,16362.632762342691,79770.57550472052,27539.510034872776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-15,1141767.171418615,789.1685537292808,160912.87170407092,12369.465006624292,74936.76804101754,34548.97890891237,86675.89883403642,47852.79117038903,53815.96304800708,16667.61192477686,79763.18444407347,27734.693328254463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-18,1152213.5665290342,1055.3328638552073,160859.12595788686,12418.270471143222,74241.44551101072,34778.845109929964,85243.40510353599,48853.14979411115,53711.87027615406,16668.745286977013,79763.18444407347,27588.338953374325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-19,1170375.4595135492,263.97850546299287,160916.47693114544,12468.178044466527,74472.74028183374,34664.723781396686,84187.35802224446,48851.04147392733,54454.338038030415,16667.65598021373,79763.18444407347,27635.022004637238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-20,1154892.661223827,153.96617246654546,159949.21011815063,12468.13980449491,73791.72481182491,34778.45400598678,84552.42355798993,48849.05307018433,54131.72418568669,16668.157317106296,80229.32807939268,27879.165431822577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-21,1153883.6618778997,1019.9530801393247,158877.1630945953,12369.537964887215,74020.10756453,34323.91042473637,83859.90020762426,49849.23822820136,54034.477711970845,16821.07525773093,80234.89912132008,27830.170249516064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-22,1156723.939641511,1744.972728179258,158929.54159969158,12468.457497533356,73793.20011551706,34437.56575726861,83136.99279699849,49850.46390463729,53497.24550406368,16973.623764282154,80677.05931727416,27537.37175020389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-25,1178920.4214844608,1338.408936039615,160974.93067156104,12468.457497533356,73793.20011551706,34437.56575726861,78204.22594121174,51840.62773364253,53097.46364760141,17432.1415583471,80229.32807939268,27588.83999665178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-26,1159373.4000282239,2217.7771143529726,161980.98582893278,12518.224938515346,73793.20011551706,33982.350486500785,75027.40417834264,51842.17956785865,53080.92452737836,18044.358110571524,82048.48850671764,27097.945605253826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-27,1154208.6844051827,1414.467641876843,159009.00277162011,12617.218960543067,74939.74336827928,33755.116967462855,76436.53578287957,51843.39645570643,53185.037201197185,17891.803483996235,80676.61251880425,27490.68111637123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-28,1148360.0633497725,1619.2700484341021,158949.1135152986,12616.817098371883,74942.7550946339,33641.463374979816,77493.63819474998,51841.024347445265,53305.68899523906,17585.242606241485,80677.9420312368,27588.207271943258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-29,1152740.0219375787,3054.247512521208,158935.25900726026,12616.450979568745,75171.03887250235,33527.73710206599,78550.58033216014,51843.66987824096,52986.833859689556,17585.242606241485,78876.04049913237,27683.695669255452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-02,1159758.4868421182,1893.4964301703644,161898.79113025512,12567.339384260622,74938.25050961715,33641.17622751313,79255.13111857539,50846.612018099186,52563.85593206406,17738.882086697122,78877.04216858966,27832.350699128598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-03,1169256.5069014742,1124.2268493234117,162035.1592543147,12765.256544426004,74938.25050961715,33527.24424620821,79255.13111857539,50847.25788883762,52667.94931746348,17738.50051401953,77954.14884606806,27930.008070002732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,1163951.5424431965,153.43470440653806,161864.49549512367,12764.879814622494,73089.14758007326,33640.895921619085,81396.40704074844,50843.6321603476,52980.209847752965,17585.824441434146,78423.39739218536,27978.832930089604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-05,1168814.956812139,855.5169873106969,161864.49549512367,12765.28788683627,73089.14758007326,33413.80081343358,81385.62983488356,50846.22299276539,53399.906709900926,17432.537185366422,78418.14269267178,28027.79921988825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-06,1170725.2511019248,1250.7588205421962,163000.87534940772,12765.28788683627,73089.14758007326,33413.80081343358,80669.88782173091,50845.45251355815,53504.00009530034,17432.773934620716,78417.7719239411,27930.141382885155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-09,1186400.1565698134,2.1508803784158204,160888.26642490664,12814.765746862766,73331.42142829763,33867.99049346256,80312.22980452632,49846.55009759646,53816.28025149859,17586.32776794774,79312.89828489306,27978.970301386704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-10,1193003.016312209,5218.818641320098,160888.26642490664,12814.765746862766,73331.42142829763,33755.67949687382,78570.09105876819,47855.70238183934,54229.245426941336,17432.93283034387,80236.31910203285,28320.772730897537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-11,1194059.594659506,4801.889564847826,164890.92979210147,13062.568013056714,73331.42142829763,32846.502359255566,79980.87294309448,47855.70238183934,54746.20843411964,16515.385964368594,81137.84706351589,28465.049167320685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-12,1185279.7781249015,2620.8816555658277,163007.41306729888,13012.638811261982,74472.63487512106,32844.544338435786,77867.30711760327,49849.68998108265,54863.916589106746,16821.213566736216,80213.52418830722,28369.466238936344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-13,1200801.011964446,1588.040716668315,165033.6950172462,13062.193568844468,73791.21610009151,33073.95046870634,77497.5842550244,48851.266449507624,55391.41077673457,16821.59135800241,80225.54584791545,28660.34967618738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-16,1213604.224635839,604.4516267019586,166053.705426059,13061.447826222351,74253.80423872003,33073.81379426771,76088.5372685694,48849.28891253197,55790.54807838878,16820.760361094777,80668.71263154426,28711.668138969904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-17,1227243.2680912903,4455.468865421342,165920.5992401611,13061.900808488743,74022.06194806179,33300.38980441495,76088.5372685694,48849.28891253197,55696.872557082745,16515.134576877106,79779.79470169645,28611.98085054989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-18,1222732.1168579308,2558.0846497828957,160938.3649706719,13061.900808488743,74017.94408536803,32846.035083079485,78220.55958414727,50843.93050806315,55589.33061114778,16668.048684678477,78861.90795026779,28563.154944661583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-19,1230814.4661373317,1804.7138951435309,160995.94144696082,13061.532565413752,72623.51437403707,33073.27831021886,78915.5953207906,51843.03446411155,55696.872557082745,16668.60854609612,78861.90795026779,28223.62746560129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
