,nav,cash,SH600718_P,SZ002603_P,SH600640_P,SH600062_P,SZ300413_P,SH600126_P,SH600801_P,SH600770_P,SZ000718_P,SH600458_P,SZ002603_A,SZ000158_A,SZ002051_A,SH600525_A,SZ002583_A,SH600258_A,SZ002385_A,SH600240_A,SH600718_A,SH600183_A,SH601200_A,SZ002489_A,SZ000008_A,SH603806_A,SZ002589_A,SZ000877_A,SH603659_A,SH601020_A,SH601128_A,SZ002127_A,SZ002244_A,SZ000541_A,SH603233_A,SH600639_A,SH601179_A,SH600151_A,SZ000636_A,SH600393_A,SH600062_A,SZ300413_A,SH600126_A,SH600801_A,SH600770_A,SZ000718_A,SH600458_A,SH600006_A,SZ002266_A,SH603056_A,SH600640_A,SZ002470_A,SZ000596_A,SH601966_A,SH601003_A,SH600380_A,SZ002506_A,SH601872_A,SH600970_A,SZ002191_A,SH600545_A,SZ002368_A
2019-11-04,1243062.352928885,3999.247171876087,34958.113640324904,183104.1982783016,33705.706624567174,14861.889934669472,35000.05605437093,66014.39995517666,6155.802953211543,69825.96538607795,7230.17260395214,24711.447381055845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-05,1262292.1934213268,2094.203257467327,35271.84324160762,181431.29771742827,32853.333333333336,15016.863412414577,35005.57280063611,66939.83632835062,6056.3459210258925,70721.14491342077,7340.053646565395,24848.961511556103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-06,1248125.6103905328,5743.680543418247,35272.67418674309,178136.84840957215,33706.685276013464,14861.979074727777,35005.57280063611,62334.597586321805,6155.655779983473,72212.95953189922,7427.725751975662,24845.795141883173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-07,1266473.9605963344,2510.9846363908296,35587.57871614246,178134.6811855717,34986.70806287745,14861.782968010972,35003.544499689255,58915.67033800086,6155.776723804077,73108.16150956739,7426.838559017831,25529.963189401256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-08,1254476.061354173,3266.263161799152,34957.07683478005,179764.2606260838,35840.019207117635,14861.782968010972,32721.61737489884,61200.12279599429,6155.732280040568,73704.8907274129,7494.337104349328,25391.99087224735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-11,1226567.2334353533,1116.2197708634476,34957.57882472151,181447.08447321915,35841.48801750663,15016.830155870935,32722.233313530756,60741.694909881975,6155.886743094014,74599.97904806725,7363.155605536731,25667.961692512443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-12,1242024.6399716418,1867.6087878490553,34957.19822971872,181402.5630632219,35841.48801750663,15016.252346938287,32720.31878509163,59356.898846137556,6255.198930863711,74301.73771574712,7405.512774542161,25664.477981521934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-13,1232834.5697670265,7271.518930882601,35272.12546063416,181402.5630632219,35841.48801750663,15016.252346938287,32720.31878509163,55935.007272257484,6354.487802782183,73108.07698974038,7515.138799228689,25531.959813120087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-14,1249619.2578253155,1286.4364898890876,35587.11109851348,181411.38980836608,37120.61125681022,15171.623238312093,32718.656740532904,56164.24370219439,6255.007919921855,73406.36632722644,7537.112889284913,25527.27935490422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-15,1246913.177573611,427.12317032450574,35901.417912598015,178113.0009027594,37120.72454213679,15171.7576364362,31200.48125241746,57995.02194674917,6155.819711005558,75495.04452099929,7624.750397445619,25800.32980031233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-18,1264940.315648219,2101.3091692561497,35901.417912598015,176492.37831313472,35412.99560868954,15480.769656642666,30436.484306588256,56842.93387577589,6354.469751783497,76091.9786290286,7735.3595251550405,26210.110568656124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-19,1305134.9682261173,1908.0502987570803,36216.352976496986,176492.37831313472,34987.22944698652,15480.466831056276,30437.13311459439,56612.382743518036,6453.732370018892,75794.2460114719,7756.377537041606,26075.118678492134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-20,1305283.7041272456,9513.584941580379,36531.2865920036,176492.37831313472,32854.42161265438,15944.870537269295,29677.60801657889,58916.51562493808,6453.75528615765,69825.9405474281,7998.2972468882,26347.043885285813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-21,1299648.349282754,391.3801672191644,37161.82132601627,178136.09315885833,31573.489909630644,15635.066641692372,30435.255788482504,59590.675219414035,6453.574253096892,74898.75716774126,7999.323975400216,26347.043885285813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-22,1280305.0856231193,494.9854222556055,37161.82132601627,176501.64040141157,31147.551864349578,15791.305939821483,30438.29965813596,60044.430493004016,6354.261420595834,75495.33992804827,7933.63657836819,26896.18238462863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-25,1287507.2965385527,4014.132090699682,37161.82132601627,176501.64040141157,31146.666666666668,15790.086366421685,30438.624097379845,60273.64889863476,6155.750494620133,75793.7135196944,7911.910139489027,26892.3745075729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-26,1276755.9219717437,14117.05127197006,38106.44887260337,176501.64040141157,31146.666666666668,15790.086366421685,30438.624097379845,60050.75086482193,5659.308285883504,76092.02599713164,7867.466986794718,26624.23616876159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-27,1278089.5443385008,2027.582939926725,38106.57047496203,186349.90569221886,31573.718754704852,15945.00295038055,31198.546081936645,60509.176496214706,5659.308285883504,76092.02599713164,7802.02249866279,26483.41699702658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-28,1282174.5129013818,1902.387317728271,38106.32369451541,186380.8784216677,32000.38037585827,15946.050562740746,31200.31142894563,60052.268608392355,5659.188389584077,76091.9786290286,7844.750150072053,26211.225984353456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-29,1288441.264858338,3079.2869735838713,38106.692078096785,186400.92171749217,31146.367651525154,15945.950503929107,31197.594504796376,60287.739519824936,5659.363212141971,77584.08170339795,7845.009081636652,26074.29545579003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-02,1305046.508129327,1264.5647782646317,38421.68832808282,188050.46225761584,29012.861118796896,16254.406183438516,31959.576826822544,60731.96213987048,5758.614161970293,76390.49403327005,7866.505811915196,26484.81344357511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-03,1306143.2395910916,3725.0875159266607,38422.17516380602,189699.8148892669,27733.580188829197,16255.580610801517,31960.55530224884,60058.08596857028,5857.795921575052,78180.91709511785,7823.760614041449,26348.428860277603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,1294701.9653596,3509.451489122941,38422.29777622932,194647.8727842201,27733.580188829197,16255.580610801517,31956.431615387082,59587.585972409186,5857.854853395584,76987.31530740613,7822.776060015828,26348.566079349643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-05,1306058.413579849,2394.300157156417,38106.13414069068,196249.1121096598,28160.246855495865,16254.823138219097,31197.304444498615,59598.218560831985,5957.117261534332,76390.59593477989,7976.594690409398,26076.85016184672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-06,1323660.4891475965,984.3488604196897,37791.44505684487,194591.6751771976,29013.70964029736,16254.397184650292,31197.212475286524,59816.76899537999,5957.126427435451,76390.65028236299,7976.594690409398,25939.53479137026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-09,1325063.8825097089,1418.099254859807,37791.44505684487,194591.6751771976,27732.603372078192,16409.95955700484,30439.065898109955,60518.41750334313,6056.5595367375745,76689.11945998554,8022.285393048349,26485.89967048662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-10,1328916.5492122483,5731.305655909463,37476.90326586827,196240.7571702247,27732.603372078192,16409.95955700484,30439.065898109955,60976.879400832295,5957.067202110529,76390.71821695058,7868.433344414545,26484.81344357511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-11,1327338.5966628182,453.0977443910786,36846.3684369784,197894.41029504783,27732.58574063911,16564.665029973337,31196.169016435153,61893.87667924051,5957.177898019484,76390.71821695058,7867.482651109016,26484.81344357511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-12,1326025.447706368,3775.9929104417124,36846.3684369784,197894.41029504783,27306.58854189018,16564.240121591767,30435.890740513765,62804.31150081023,5857.7515501632715,76391.1258270136,7845.977554993285,27032.85422057448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-13,1332702.5080912795,7939.267743498166,37161.74808058817,201198.92962997823,27306.821181429874,16564.240121591767,30435.890740513765,62111.81917100463,5857.7515501632715,71616.61040454038,7822.350671628248,27712.175692813576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-16,1370490.3903454784,3528.8678160520585,36846.14365352728,199555.86355534886,27306.52604239086,16718.808532783158,31198.793713759198,61880.87437188126,6056.511507730882,72511.82129868503,7780.044970497543,27167.411728203337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-17,1380505.773454443,50.53823773457691,37161.62251766889,202857.99670365197,26026.666666666668,16874.789438453943,31197.095745913597,60505.7438302839,6155.690751202214,72810.4536814882,8088.687384624479,27303.94110609571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-18,1395995.0814474784,1917.925067609621,37161.89457173309,201227.8583966916,26026.201695589927,16873.60297390525,31196.377702621267,60741.11400914294,6155.784009728174,73108.85678212276,8022.036535005553,27166.799386924195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-19,1409204.5586460421,3696.4593805666727,37476.83137963237,201227.8583966916,23892.769761557163,17028.290401843176,30438.40665329247,63485.28439865161,6155.827725634948,74899.24486796217,8153.421138755629,27166.52748971877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-20,1401187.3289457692,1033.1067679416578,37477.68416073165,202883.08878953723,24320.286054796863,16873.48776182642,30437.39540653331,63943.77458016173,6155.871442162632,74899.03838141516,8153.421138755629,27031.747726921705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-23,1379545.4446433354,3181.007456249052,37477.68416073165,202862.84511273023,24320.0,16874.918682858395,30437.39540653331,62813.717047599355,6155.694394060351,76689.25586026361,8109.220944858176,26622.69573056398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-24,1390678.2953172429,6634.886551014261,38107.53560769226,202879.8101366781,22186.37467832194,17028.298257811428,31197.530832561653,63722.71676534736,5957.29776447086,77286.10751954542,8086.5058115295105,27579.345049911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-25,1411675.269670769,1031.4436800971291,39051.20753957986,204532.54479595626,22187.006624132566,17028.513514161903,31199.05196256155,64629.61247776689,5957.1348882922875,76987.9451907632,8108.48133150577,27442.949868946507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-26,1410904.1457482579,3049.997127093062,39051.20753957986,204543.5046062236,20906.37956123446,17183.424412838227,31198.539006799478,64644.673242207435,5957.22513892734,76092.74329275738,8394.14461957683,27852.407872187345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-27,1393596.507565031,3818.6172043773954,39052.36577627983,204546.14418556663,21333.050513968486,17183.10096924608,31195.886056574433,64644.673242207435,5857.93805327855,76092.60118594601,8327.727259963782,27849.382286093147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-30,1408102.2082747952,7745.246150715448,39365.4752825446,202877.26707207432,21759.718157199888,17028.395672419985,31197.77844826775,65789.2822896949,5659.263407902789,77286.22436257036,8196.415461747574,27302.904962719575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31,1435021.7148549089,6496.286015621555,39681.42698738993,204532.74588281487,22613.05051397184,17029.657449427606,30435.490441581725,66242.50373625605,5560.066266951849,77882.97377431145,8066.227059238427,27303.1804451401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,1468242.2969732326,1740.2841235794822,39680.40280899356,196244.74768025466,23466.41005054927,17029.228455692435,31197.728924812076,67376.36650874489,5361.556565250553,78778.36252078095,8218.426794967483,27441.319662178095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,1466561.2033077027,6253.642586378859,39995.32711372456,196244.74768025466,23466.478679891352,17029.228455692435,28913.41760027429,68749.5913303225,5460.834308228462,78480.08526005597,8109.249837180826,27988.62040704855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
